bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,65,0.753146514,1.587359328,2.716601408,0.00947326,0.028620966,2.933040939,2.626280144,0.574860595
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,66,0.720816391,1.138998847,2.733315163,0.009423462,0.031513404,6.924468948,2.678620484,0.609535735
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,67,0.601511532,0.55588226,2.661082943,0.009111704,0.02893907,12.66796561,2.715345333,0.630668766
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,68,0.548806602,0.516309609,2.6488055,0.008981487,0.026747258,12.05386552,2.715345333,0.922101482
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,69,0.668851039,1.294762076,2.688086817,0.008981487,0.027819439,12.38807629,2.673862922,1.507111153
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,70,1.068825549,1.019315089,1.703654006,0.008423333,0.02117955,10.69688437,2.743117317,0.98769881
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,71,1.51764289,0.830284153,1.600861235,0.008419116,0.023859563,11.22012774,2.719197741,0.731049791
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,72,0.983823817,0.623485179,1.862415419,0.007991189,0.02093372,11.22012774,2.742386709,0.959131415
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,73,0.721505857,0.554558073,1.923604053,0.007749427,0.02088231,5.272448055,2.717743187,1.041952608
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,74,0.674796343,0.701242182,1.597916966,0.007633777,0.022397948,4.65561865,2.874424625,0.702687359
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,75,0.69075986,0.679369385,2.335091771,0.007737407,0.021686371,5.051968422,2.699986934,0.811124835
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,76,0.948792325,0.877718678,2.575403783,0.007330234,0.02139733,1.4243842,2.807808677,0.706805588
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,77,1.606281949,0.835622499,1.265900865,0.007144482,0.019947411,2.120088124,2.799616998,0.760101479
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,78,0.480677857,0.73684205,1.555816933,0.007111392,0.020220643,2.275660878,2.671835061,0.962719021
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,79,0.783749876,0.614065426,1.805918816,0.007432979,0.020794074,1.634762663,2.65185102,0.943437333
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,80,1.291989985,0.63762999,2.159573842,0.007338566,0.019338173,1.459810706,2.70797599,1.199912295
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,81,0.778015942,0.543351576,2.020545069,0.007338566,0.019897192,0.877213552,2.754838976,1.206734146
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,82,1.280102847,0.654376403,2.083531943,0.007815324,0.019283647,0.962642504,2.782662134,0.761072787
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,83,0.620823852,0.576709303,2.181433604,0.007552014,0.02037824,0.954737442,2.712151012,0.935102115
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,84,0.61505701,0.597991214,2.016671677,0.007510874,0.019859321,0.805118129,2.769238551,0.819793445
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,85,0.768661501,1.056598826,2.35849464,0.007164769,0.020758473,0.822305354,2.769238551,1.569599039
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,86,0.672801885,1.049522116,2.768717148,0.007164769,0.01991756,0.865631274,2.774210482,0.694874694
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,87,0.711103177,0.713953766,2.483126491,0.007100913,0.023485432,0.865631274,2.75816864,1.19628582
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,88,0.508687102,0.625510181,1.838085665,0.007100913,0.021032893,0.865631274,2.773144559,0.722048545
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,89,0.660780343,0.72183754,1.704155421,0.00706435,0.02294619,0.865631274,2.749282014,0.978844911
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,90,0.85940969,0.658602686,1.366206807,0.007171028,0.020536851,0.865631274,2.717962003,0.906631698
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,91,0.832521171,0.585622341,1.306115067,0.007554548,0.021924401,0.865631274,2.732167458,0.677392606
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,92,0.725212234,1.69168671,1.458134466,0.007058975,0.023824637,0.865631274,2.756243084,0.848508291
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,93,0.623187228,0.522680943,1.334576649,0.007099975,0.025402698,0.865631274,2.490152811,0.689123776
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,94,1.148828871,0.860616118,1.157668984,0.007110504,0.024929483,0.950022925,2.314784488,1.062521428
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,95,0.719054794,1.023641174,1.183500122,0.011298354,0.028284158,0.950022925,2.540869812,2.20444605
